fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
1.133499012,2.164415372,-1.424117248,-0.63719699,1.436371216,-0.925601486,-0.054094968,0.823762054,-0.362180032,1.087661088,-0.653350557,-0.972615974
-0.175219619,1.830533778,-1.424117248,1.322991801,0.974793212,0.601511119,-0.604963068,1.791183589,1.469912582,-0.010406236,-0.990800281,0.203655059
-1.764377958,-0.072591303,-0.456820871,-0.753874894,2.359527225,-1.047770494,-1.210917978,0.501288208,1.011889429,0.224893905,-1.159525143,-0.972615974
0.6660995,2.097639053,-2.317006212,0.109541597,1.574844618,-1.536446527,-1.798510618,1.540370598,1.142753187,0.224893905,-0.822075419,0.203655059
0.6660995,1.797145619,-1.27530242,-0.61386141,1.574844618,-1.658615535,-1.853597428,1.146235899,1.273616945,0.617060805,0.190273754,0.203655059
0.946539207,0.328066609,-0.233598629,-0.683868152,0.651688609,-1.047770494,-1.578163378,0.895422909,0.030411243,1.636694749,-0.737712988,1.379926093
0.19869999,0.795500839,0.36166068,0.20288392,1.020951012,-1.108854998,-0.531513988,1.253727181,0.684730034,2.421028552,-0.062813539,-0.972615974
1.600898522,1.863921938,-0.084783802,-0.520519085,1.667160218,-0.803432478,-1.284367059,1.182066327,0.22670688,-0.088839616,-1.075162712,-2.148887009
-0.268699522,2.264579849,-2.168191385,-0.753874894,-0.086836199,-1.536446527,-1.927046508,0.680440345,1.666208219,-0.010406236,-0.906437849,-0.972615974
1.507418621,-0.272920259,1.552179299,-0.800546056,2.82110523,-1.108854998,-1.449627488,0.931253336,0.161275001,0.460194046,-0.906437849,-0.972615974
-0.642619131,0.461619246,-0.605635698,-0.800546056,0.651688609,-1.536446527,-1.908684238,0.537118636,0.750161912,0.303327284,-1.159525143,-0.972615974
-1.390458349,-0.139367622,0.436068094,-0.847217217,1.020951012,-1.108854998,-0.366253558,0.393796927,0.619298154,0.460194046,-1.159525143,-0.972615974
1.600898522,2.19780353,-0.382413456,-0.777210475,1.020951012,-1.597531031,-1.706699269,1.00291419,-0.49304379,1.71512813,-1.159525143,-0.972615974
-0.455659326,1.26293507,-2.019376557,-0.660532571,0.79016201,-1.353193015,-1.853597428,0.465457781,1.142753187,0.852360947,-0.990800281,0.203655059
-0.455659326,1.129382432,-2.019376557,-0.683868152,0.744004209,-1.475362023,-1.871959698,0.429627354,1.077321307,0.930794326,-0.990800281,0.203655059
1.413938718,0.328066609,0.36166068,-0.473847924,1.344055615,-0.009333923,0.056078651,0.967083763,-0.165884394,0.303327284,-0.990800281,-0.972615974
0.479139696,1.196158751,-1.200895007,-0.520519085,2.682631828,0.173919589,-0.788585768,0.429627354,-0.362180032,0.852360947,-0.315900833,0.203655059
0.572619599,1.930698256,-2.019376557,-0.287163277,1.482529016,-0.314756444,-1.302729328,1.253727181,0.750161912,0.068027144,-0.906437849,-0.972615974
2.909617154,0.595171884,1.924216367,-0.380505601,0.83631981,-1.597531031,-1.945408778,1.00291419,-1.212794458,0.852360947,-0.822075419,-0.972615974
0.385659794,1.997474574,-1.424117248,0.016199274,2.728789628,1.21235616,-0.109181778,1.432879318,0.22670688,1.95042827,-0.990800281,-0.972615974
0.6660995,1.730369301,-0.977672766,-0.63719699,1.113266613,-0.803432478,-1.137468898,1.146235899,1.339048824,0.538627426,-0.484625694,-0.972615974
0.19869999,0.394842928,-0.010376389,-0.61386141,1.020951012,-1.292108511,-1.284367059,0.680440345,1.208185066,0.146460525,-0.990800281,0.203655059
1.600898522,0.461619246,0.659290335,-0.660532571,1.251740013,-0.681263469,-1.174193439,1.325388036,1.404480702,0.930794326,-1.159525143,-0.972615974
0.572619599,2.398132487,1.328957058,-0.753874894,2.91342083,-0.620178965,-0.072457239,0.895422909,-0.100452515,1.479827989,-1.075162712,-0.972615974
0.385659794,1.26293507,-1.126487593,-0.730539313,1.528686816,-1.108854998,-1.486352028,0.895422909,1.011889429,0.773927567,-0.906437849,1.379926093
-0.081739718,2.69862592,-1.944969144,-0.707203733,1.344055615,-1.047770494,-1.137468898,0.823762054,1.077321307,0.381760665,-0.653350557,-0.972615974
0.105220087,2.631849601,-1.944969144,-0.088810841,1.574844618,-1.597531031,-1.927046508,0.680440345,1.208185066,-1.03004018,0.274636185,-0.972615974
0.385659794,1.26293507,-1.498524662,-0.823881637,1.251740013,-1.169939503,-1.412902949,0.895422909,1.273616945,0.460194046,-0.822075419,-0.972615974
-0.455659326,2.498296964,-1.796154317,-0.800546056,1.113266613,-1.475362023,-1.853597428,0.680440345,1.404480702,0.460194046,0.105911323,-0.972615974
2.068298034,-0.072591303,1.924216367,-0.707203733,1.020951012,-0.192587436,-0.935483928,0.931253336,0.357570638,2.107295031,0.105911323,-0.972615974
0.572619599,1.997474574,-1.721746903,-0.730539313,1.113266613,-0.925601486,-1.633250188,0.859592481,0.619298154,0.146460525,-0.906437849,0.203655059
0.572619599,2.264579849,-0.605635698,-0.683868152,1.667160218,-0.803432478,-0.366253558,0.680440345,0.619298154,-0.324139757,-0.906437849,-0.972615974
0.572619599,2.398132487,-0.680043111,-0.730539313,1.482529016,-0.742347973,-0.402978098,0.644609918,0.553866276,-0.324139757,-0.906437849,-0.972615974
1.133499012,2.297968009,-0.382413456,-0.683868152,1.482529016,-1.169939503,-1.339453868,1.182066327,0.553866276,0.068027144,-1.159525143,-2.148887009
2.442217643,-0.072591303,1.700994126,-0.590525829,1.944107021,-0.131502931,-0.604963068,1.468709745,0.357570638,2.342595171,-0.822075419,-0.972615974
1.600898522,0.528395565,2.445068263,-0.660532571,1.897949221,-1.292108511,-1.357816138,1.540370598,2.058799493,1.087661088,-0.062813539,-0.972615974
-0.362179424,2.798790399,-1.424117248,-0.707203733,1.574844618,-1.108854998,-0.660049878,0.537118636,1.011889429,-0.010406236,-0.400263264,-0.972615974
-0.829578935,0.795500839,-0.828857938,-0.800546056,0.79016201,-1.658615535,-1.853597428,0.537118636,1.208185066,0.303327284,-1.159525143,-0.972615974
0.292179891,1.129382432,1.18014223,-0.707203733,1.574844618,-0.559094461,-0.788585768,0.967083763,0.881025671,0.381760665,-1.243887574,-0.972615974
-0.736099033,-0.206143941,1.254549644,-0.753874894,0.79016201,-0.742347973,-1.008933008,0.572949063,1.404480702,2.028861651,-0.231538401,0.203655059
-0.175219619,1.463264026,-1.200895007,-0.660532571,1.113266613,-0.681263469,-1.394540678,0.644609918,1.208185066,0.538627426,-0.400263264,-0.972615974
0.572619599,1.062606114,-0.382413456,-0.730539313,0.467057407,-1.292108511,-1.559801108,0.823762054,1.077321307,0.930794326,-0.822075419,-0.972615974
-0.081739718,1.930698256,-1.721746903,-0.753874894,1.113266613,-1.353193015,-1.688336998,1.253727181,1.666208219,0.068027144,-1.328250005,-0.972615974
0.759579403,1.26293507,-0.382413456,-0.730539313,1.251740013,0.723680127,0.441686322,0.752101199,0.030411243,0.146460525,-0.906437849,-0.972615974
-0.268699522,2.965731195,-2.317006212,-0.473847924,2.313369424,-1.353193015,-1.706699269,0.787931627,1.469912582,0.303327284,0.105911323,-0.972615974
-0.081739718,1.129382432,-0.456820871,-0.707203733,0.83631981,-1.658615535,-1.725061538,0.716270772,0.161275001,0.852360947,-1.159525143,-0.972615974
0.946539207,1.429875866,-0.977672766,-0.730539313,1.297897815,-1.047770494,-1.486352028,1.038744618,0.488434396,0.538627426,-1.328250005,0.203655059
1.133499012,1.863921938,-0.084783802,-0.683868152,1.482529016,-1.169939503,-1.210917978,1.038744618,1.142753187,0.695494186,-0.315900833,0.203655059
0.6660995,1.129382432,-0.084783802,-0.730539313,1.067108812,-1.353193015,-1.725061538,0.572949063,0.553866276,0.303327284,-0.14717597,0.203655059
0.946539207,1.630204822,-0.680043111,-0.683868152,1.159424413,-1.108854998,-0.935483928,0.859592481,0.423002517,-0.088839616,-1.159525143,-0.972615974
0.105220087,1.062606114,-0.531228284,-0.660532571,0.83631981,-1.536446527,-1.467989759,0.60877949,0.684730034,-0.324139757,-0.990800281,-0.972615974
-0.829578935,1.997474574,-0.010376389,-0.777210475,1.667160218,-0.925601486,-0.953846198,0.931253336,1.535344461,2.107295031,-1.075162712,-0.972615974
0.853059305,-0.005814985,1.626586712,-0.590525829,1.805633619,-0.742347973,-0.660049878,1.182066327,0.946457549,2.18572841,-0.822075419,0.203655059
1.226978914,1.930698256,-1.647339489,-0.660532571,1.482529016,-1.169939503,-0.145906318,0.752101199,-0.49304379,1.087661088,-0.653350557,-0.972615974
1.226978914,1.797145619,-1.572932075,-0.660532571,1.528686816,-0.98668599,-0.090819508,0.752101199,-0.49304379,1.087661088,-0.653350557,-0.972615974
2.816137252,-0.139367622,0.95691999,-0.63719699,1.297897815,-0.498009956,-1.284367059,1.612031453,0.619298154,1.166094468,-0.737712988,0.203655059
2.161777936,0.461619246,-0.010376389,-0.660532571,1.759475819,-1.047770494,-0.990570739,0.823762054,-1.016498822,0.852360947,-0.062813539,0.203655059
1.133499012,1.396487707,-0.233598629,-0.730539313,1.159424413,-1.169939503,-1.394540678,1.253727181,1.077321307,0.695494186,-0.484625694,0.203655059
0.6660995,1.530040344,-1.424117248,-0.707203733,1.390213415,-1.414277518,-1.614887918,0.967083763,0.946457549,-0.167272996,-0.990800281,0.203655059
-0.081739718,2.398132487,-1.721746903,-0.753874894,2.082580422,-0.498009956,-0.494789449,0.572949063,0.750161912,0.146460525,-1.159525143,0.203655059
0.19869999,2.431520646,-2.317006212,-0.590525829,1.067108812,-1.658615535,-1.890321969,1.325388036,1.731640098,-0.010406236,-1.159525143,-0.972615974
0.853059305,2.531685124,-2.317006212,-0.567190248,1.297897815,-1.169939503,-1.504714298,1.182066327,1.404480702,0.068027144,-0.906437849,-0.972615974
0.6660995,1.129382432,-1.05208018,-0.800546056,1.390213415,-0.559094461,-0.256079939,0.60877949,1.077321307,-0.324139757,-0.906437849,-0.972615974
-0.923058837,0.328066609,-1.200895007,-0.753874894,0.92863541,-1.475362023,-1.780148349,0.429627354,1.273616945,0.381760665,-0.990800281,-0.972615974
-1.390458349,1.129382432,-1.647339489,-0.63719699,-0.132993999,-0.803432478,-0.311166749,-0.215320337,2.647686405,0.852360947,2.046247238,-0.972615974
-0.455659326,1.129382432,-2.242598799,-0.823881637,0.374741806,-0.803432478,-1.651612459,0.322136072,1.142753187,0.460194046,-0.653350557,0.203655059
1.226978914,2.765402239,-1.498524662,-0.730539313,1.759475819,-0.864516981,-0.972208468,0.787931627,-0.231316273,2.342595171,-0.822075419,-0.972615974
1.133499012,2.565073283,-1.200895007,-0.753874894,1.713318019,-1.231024006,-1.174193439,0.895422909,0.030411243,1.95042827,-0.906437849,-0.972615974
0.105220087,0.561783724,0.36166068,-0.707203733,1.344055615,-1.047770494,-1.302729328,1.038744618,1.666208219,0.930794326,-1.159525143,-0.972615974
0.6660995,1.530040344,-0.903265353,-0.683868152,1.344055615,-0.925601486,-0.200993129,0.680440345,0.684730034,0.146460525,-0.906437849,-0.972615974
0.6660995,1.530040344,-0.903265353,-0.707203733,1.344055615,-0.803432478,-0.145906318,0.680440345,0.619298154,0.146460525,-0.906437849,-0.972615974
-1.764377958,0.060961334,-2.317006212,-0.753874894,-0.086836199,-0.192587436,-0.972208468,-0.967759309,2.9748458,2.107295031,2.889871549,0.203655059
-0.736099033,0.394842928,-1.721746903,-0.777210475,0.651688609,-1.658615535,-1.761786078,0.393796927,0.750161912,0.460194046,-0.990800281,-0.972615974
-1.203498544,2.331356168,-2.168191385,-0.753874894,1.621002418,-0.559094461,-0.402978098,0.035492654,2.058799493,-0.010406236,-0.484625694,-0.972615974
-0.175219619,1.062606114,-1.572932075,-0.63719699,1.020951012,-1.108854998,-1.578163378,0.572949063,1.273616945,0.460194046,-0.315900833,0.203655059
1.040019109,0.461619246,0.95691999,-0.520519085,1.713318019,-1.169939503,-1.339453868,1.146235899,1.993367615,0.695494186,-0.062813539,0.203655059
0.19869999,-0.005814985,1.18014223,-0.683868152,1.159424413,-1.536446527,-1.927046508,0.537118636,0.684730034,0.068027144,-0.231538401,0.203655059
0.385659794,1.797145619,-2.093783971,-0.753874894,1.990264821,-0.314756444,-0.311166749,0.250475218,0.815593791,0.146460525,-0.400263264,-0.972615974
0.011740185,0.661948202,0.808105162,0.109541597,0.83631981,-0.070418427,0.239701351,1.074575045,1.273616945,1.558261368,-0.062813539,-0.972615974
0.011740185,0.661948202,0.808105162,0.109541597,0.88247761,-0.131502931,0.221339081,1.074575045,1.273616945,1.479827989,-0.062813539,-0.972615974
0.011740185,2.331356168,-2.317006212,-0.660532571,0.974793212,-1.108854998,-1.725061538,0.931253336,1.666208219,-0.167272996,-1.075162712,-0.972615974
-0.268699522,1.797145619,-0.977672766,-0.730539313,1.251740013,-0.742347973,-0.549876258,0.895422909,2.385958888,0.381760665,-1.075162712,0.203655059
0.6660995,1.329711388,-2.019376557,-0.777210475,1.113266613,-0.803432478,-1.559801108,0.752101199,0.684730034,0.303327284,-0.484625694,0.203655059
0.292179891,1.797145619,-0.382413456,0.529582052,0.83631981,0.357173102,0.092803192,1.39704889,0.946457549,-0.245706377,-0.990800281,-0.972615974
0.19869999,1.730369301,-0.382413456,0.506246471,0.83631981,0.296088598,0.092803192,1.361218463,0.946457549,-0.245706377,-0.990800281,-0.972615974
0.6660995,1.997474574,1.254549644,-0.777210475,2.221053824,-0.98668599,-0.366253558,0.644609918,-0.231316273,0.773927567,-0.906437849,-0.972615974
-0.268699522,2.064250893,-1.572932075,-0.683868152,1.528686816,-0.742347973,-0.274442208,0.465457781,0.750161912,-0.010406236,-0.315900833,-0.972615974
0.19869999,1.463264026,-2.093783971,-0.800546056,0.92863541,-0.803432478,-1.357816138,0.465457781,0.946457549,-0.324139757,-1.328250005,-2.148887009
-0.268699522,1.997474574,-1.796154317,-0.683868152,1.713318019,-1.169939503,-1.321091598,0.357966499,1.60077634,0.224893905,-0.14717597,0.203655059
0.853059305,0.595171884,-1.05208018,-0.707203733,0.974793212,-1.475362023,-1.798510618,1.038744618,0.423002517,0.695494186,-1.159525143,0.203655059
0.292179891,1.930698256,-1.944969144,-0.730539313,0.744004209,-0.375840948,-1.357816138,0.644609918,1.273616945,0.381760665,0.780810772,0.203655059
0.19869999,0.328066609,-0.754450525,-0.707203733,1.297897815,-1.414277518,-1.486352028,0.644609918,0.684730034,-0.402573137,-0.906437849,-0.972615974
-0.175219619,1.129382432,-2.019376557,-0.823881637,1.528686816,-0.681263469,-1.229280249,0.537118636,0.815593791,2.028861651,-0.906437849,-0.972615974
0.385659794,1.26293507,0.808105162,-0.63719699,1.621002418,-1.353193015,-1.431265218,1.038744618,2.32052701,0.695494186,-0.062813539,0.203655059
1.600898522,1.863921938,-1.27530242,-0.61386141,0.697846409,-1.231024006,-1.357816138,0.931253336,-0.231316273,0.538627426,-0.906437849,-0.972615974
0.105220087,2.665237761,-2.168191385,-0.590525829,1.113266613,-0.864516981,-1.357816138,1.038744618,1.404480702,-0.010406236,-1.075162712,-0.972615974
-0.268699522,1.863921938,-0.828857938,-0.753874894,1.159424413,-1.169939503,-0.935483928,1.00291419,2.058799493,0.460194046,-1.075162712,-0.972615974
-0.362179424,1.930698256,-0.754450525,-0.730539313,1.251740013,-1.353193015,-0.990570739,0.967083763,1.927935735,0.460194046,-1.075162712,0.203655059
1.694378425,-0.139367622,1.924216367,-0.707203733,2.728789628,-0.253671939,-0.568238529,1.00291419,0.22670688,0.068027144,-0.737712988,-0.972615974
0.292179891,0.394842928,1.254549644,-0.707203733,1.390213415,-0.98668599,-0.898759388,1.038744618,0.750161912,0.224893905,-1.159525143,-0.972615974
0.572619599,2.498296964,-1.572932075,-0.567190248,1.482529016,-1.292108511,-1.651612459,1.182066327,1.077321307,-0.245706377,-0.737712988,-0.972615974
0.759579403,1.129382432,0.138438439,-0.707203733,1.482529016,-0.925601486,0.496773132,0.895422909,-0.165884394,0.224893905,-0.906437849,-0.972615974
0.759579403,1.062606114,0.064031026,-0.730539313,1.390213415,-0.803432478,0.515135402,0.895422909,-0.165884394,0.224893905,-0.906437849,-0.972615974
1.040019109,1.129382432,0.287253266,-0.497183506,1.159424413,-0.559094461,0.202976812,1.182066327,0.030411243,0.773927567,-0.990800281,-0.972615974
-0.642619131,0.26129029,-0.456820871,-0.730539313,1.020951012,-0.559094461,-1.229280249,1.110405472,2.25509513,0.773927567,-0.653350557,0.203655059
-0.268699522,1.997474574,-1.424117248,-0.287163277,2.174896022,-0.864516981,0.184614542,0.931253336,0.357570638,0.695494186,-0.906437849,-0.972615974
0.479139696,1.463264026,-0.754450525,-0.660532571,0.88247761,-1.414277518,-1.614887918,0.752101199,0.357570638,0.224893905,-0.737712988,-0.972615974
0.6660995,1.730369301,0.138438439,-0.707203733,1.020951012,-0.375840948,0.074440922,0.895422909,0.161275001,0.146460525,-0.990800281,-0.972615974
0.19869999,1.663592982,-0.084783802,-0.61386141,1.020951012,-0.925601486,-1.119106628,0.895422909,1.535344461,0.538627426,-0.315900833,-0.972615974
2.34873774,-0.072591303,1.18014223,-0.847217217,0.190110604,-1.292108511,-1.688336998,0.949168549,-0.035020636,2.342595171,-0.231538401,1.379926093
-0.268699522,1.129382432,-1.498524662,-0.823881637,1.067108812,-0.864516981,-1.229280249,0.411712141,0.881025671,2.107295031,-0.906437849,-0.972615974
-0.081739718,0.595171884,0.287253266,-0.800546056,1.667160218,-0.864516981,-1.412902949,0.644609918,0.750161912,0.224893905,-1.159525143,-0.972615974
-0.081739718,0.661948202,0.36166068,-0.800546056,1.713318019,-0.98668599,-1.449627488,0.662525131,0.750161912,0.303327284,-1.159525143,0.203655059
0.6660995,1.596816663,-0.010376389,-0.753874894,0.79016201,-0.253671939,0.074440922,0.698355558,0.423002517,0.068027144,-1.075162712,-0.972615974
0.6660995,0.72872452,-0.233598629,-0.543854667,2.221053824,-0.742347973,-0.384615829,0.823762054,-0.035020636,1.166094468,-0.990800281,-0.972615974
2.442217643,1.329711388,2.147438609,-0.707203733,-0.594572004,-1.536446527,-1.780148349,0.55503385,0.488434396,2.656328692,1.540072651,0.203655059
0.853059305,2.631849601,-0.531228284,-0.520519085,1.436371216,-1.231024006,-0.990570739,0.913338122,0.815593791,0.303327284,-0.484625694,0.203655059
1.040019109,1.596816663,-0.382413456,-0.660532571,0.374741806,-0.131502931,-0.935483928,0.572949063,0.488434396,-0.716306658,-0.400263264,-0.972615974
0.6660995,2.69862592,-1.721746903,-0.61386141,1.851791419,-1.231024006,-1.376178408,1.110405472,0.095843123,1.479827989,-0.653350557,0.203655059
-0.081739718,1.062606114,1.328957058,0.132877178,0.374741806,-0.253671939,0.092803192,1.110405472,0.750161912,1.871994889,-0.062813539,-0.972615974
1.507418621,1.964086416,-1.126487593,-0.707203733,2.267211624,-1.047770494,-1.229280249,0.680440345,-0.558475668,0.381760665,0.358998617,-0.972615974
0.946539207,2.631849601,-0.680043111,-0.660532571,0.92863541,-1.169939503,-1.376178408,0.859592481,0.881025671,0.224893905,-1.243887574,-0.972615974
0.385659794,1.062606114,-0.903265353,-0.730539313,1.113266613,-1.231024006,-1.321091598,0.501288208,1.077321307,0.146460525,-0.737712988,-0.972615974
0.6660995,1.329711388,0.138438439,-0.61386141,1.297897815,-0.375840948,0.515135402,0.80584684,0.488434396,0.617060805,-0.906437849,-0.972615974
0.6660995,0.060961334,0.436068094,-0.707203733,1.390213415,-0.375840948,-1.064019818,0.752101199,0.750161912,0.538627426,-0.990800281,0.203655059
0.292179891,1.329711388,-0.382413456,-0.707203733,2.267211624,-0.864516981,-0.806948039,0.501288208,-0.49304379,0.381760665,-0.990800281,-0.972615974
-0.268699522,1.863921938,-2.019376557,-0.823881637,0.236268404,-1.536446527,-1.945408778,0.340051286,1.273616945,0.617060805,-0.906437849,-0.972615974
1.413938718,2.097639053,-0.456820871,-0.707203733,1.436371216,-1.353193015,-1.614887918,1.379133676,0.357570638,0.617060805,-0.484625694,0.203655059
1.226978914,2.030862734,0.36166068,-0.707203733,1.713318019,-0.925601486,-1.119106628,1.128320685,0.553866276,0.381760665,-0.14717597,-2.148887009
0.572619599,0.661948202,-0.456820871,-0.567190248,0.974793212,-0.070418427,-0.972208468,0.662525131,0.946457549,0.460194046,-0.062813539,0.203655059
-0.175219619,1.26293507,-0.456820871,-0.567190248,1.344055615,-1.231024006,-1.449627488,0.913338122,1.535344461,-0.167272996,0.358998617,-0.972615974
-1.764377958,0.995829795,-2.019376557,-0.800546056,0.097795003,-0.681263469,-0.182630858,-0.573624609,2.058799493,0.773927567,1.37134779,1.379926093
0.853059305,0.328066609,-1.87056173,-0.753874894,1.205582213,-1.108854998,-1.229280249,0.698355558,0.946457549,-0.010406236,-0.568988125,0.203655059
1.320458816,0.26129029,-0.828857938,-0.520519085,1.759475819,-0.742347973,-1.064019818,1.325388036,0.750161912,1.401394609,-0.822075419,0.203655059
0.105220087,1.997474574,-2.317006212,-0.730539313,2.082580422,-0.98668599,-1.431265218,0.877507694,0.946457549,0.460194046,-1.328250005,0.203655059
0.105220087,2.097639053,-2.317006212,-0.730539313,2.082580422,-0.925601486,-1.412902949,0.877507694,0.946457549,0.460194046,-1.159525143,0.203655059
0.572619599,1.663592982,-1.572932075,-0.753874894,2.313369424,-0.131502931,-0.127544049,0.483372995,-0.951066943,-0.245706377,-0.653350557,0.203655059
0.011740185,2.331356168,-1.796154317,-0.730539313,1.067108812,-0.864516981,-1.192555708,0.913338122,1.011889429,-0.010406236,-0.906437849,-0.972615974
1.040019109,1.797145619,-1.05208018,-0.63719699,0.92863541,-1.169939503,-0.788585768,0.716270772,-0.165884394,-0.559439898,-1.075162712,-0.972615974
0.572619599,1.329711388,-1.87056173,-0.777210475,1.020951012,-1.292108511,-1.412902949,0.662525131,0.815593791,-0.324139757,-0.653350557,0.203655059
0.011740185,1.797145619,-2.317006212,-0.753874894,1.020951012,-0.864516981,-1.504714298,1.038744618,1.60077634,1.401394609,-0.568988125,0.203655059
0.572619599,2.965731195,0.808105162,-0.730539313,1.851791419,-1.353193015,-0.549876258,0.572949063,0.030411243,0.538627426,-0.906437849,-0.972615974
0.853059305,1.596816663,-0.605635698,-0.427176762,0.974793212,-0.803432478,0.056078651,0.877507694,0.22670688,0.381760665,-1.075162712,-0.972615974
2.161777936,0.060961334,0.436068094,-0.660532571,1.067108812,-1.536446527,-1.890321969,1.325388036,-0.035020636,0.773927567,-1.159525143,-0.972615974
-0.455659326,2.431520646,-2.317006212,-0.683868152,1.067108812,-1.108854998,-1.100744359,0.895422909,1.731640098,1.166094468,-1.159525143,-0.972615974
2.722657349,-0.139367622,1.18014223,-0.567190248,1.528686816,-0.98668599,-1.523076569,1.916590085,0.881025671,2.18572841,-0.062813539,1.379926093
0.759579403,-0.005814985,-0.605635698,-0.777210475,1.159424413,-0.742347973,-1.302729328,0.698355558,0.423002517,1.009227707,-1.075162712,-0.972615974
0.853059305,1.26293507,-2.093783971,-0.777210475,0.83631981,-1.231024006,-1.486352028,0.519203423,0.750161912,0.381760665,-0.484625694,-0.972615974
0.759579403,0.26129029,-0.605635698,-0.753874894,1.159424413,-0.436925453,-1.229280249,0.716270772,0.357570638,1.166094468,-1.075162712,-0.972615974
0.759579403,0.127737653,1.105734817,-0.333834439,1.205582213,-0.925601486,-1.449627488,1.074575045,0.815593791,2.656328692,1.877522375,2.556197126
0.759579403,1.429875866,-1.87056173,-0.240492116,1.621002418,-0.192587436,-1.008933008,0.787931627,0.881025671,1.166094468,0.105911323,0.203655059
1.226978914,2.565073283,-0.828857938,-0.61386141,1.113266613,-1.231024006,-1.431265218,1.092490258,0.553866276,0.930794326,-0.990800281,-0.972615974
0.385659794,2.131027212,-0.977672766,0.45957531,1.667160218,-0.192587436,-0.402978098,1.737437949,1.011889429,1.95042827,-0.990800281,-0.972615974
1.694378425,0.461619246,0.064031026,0.132877178,1.621002418,-1.231024006,-1.266004788,1.719522735,1.011889429,1.95042827,-0.062813539,1.379926093
0.479139696,1.26293507,-1.424117248,-0.473847924,0.697846409,-1.108854998,-1.155831168,1.00291419,0.881025671,0.381760665,-1.243887574,-0.972615974
2.629177447,1.730369301,-1.796154317,-0.380505601,2.313369424,0.112835086,-0.825310308,2.095742222,0.553866276,1.479827989,-0.653350557,-0.972615974
0.385659794,0.461619246,-1.424117248,-0.473847924,1.851791419,-0.070418427,-1.155831168,0.859592481,0.946457549,1.401394609,-0.231538401,0.203655059
